user_id,skill_name,total_correct,total_attempts,accuracy,total_hints_used,avg_hint_ratio,avg_attempts,avg_response_time,pct_hint_first,difficulty_score,mastery_level
14,circle graph,3,12,0.25,13.0,0.5,1.0,32.656749999999995,0.0,0.4500539665407448,needs_help
21825,table,4,7,0.5714285714285714,0.0,0.0,1.0,98.36842857142857,0.0,0.1714825379693162,needs_help
52613,number line,0,1,0.0,4.0,1.0,1.0,21.668,0.0,0.7000539665407447,needs_help
53167,scatter plot,3,5,0.6,1.0,0.05,1.6,14.483,0.0,0.1750863464651916,learning
53167,table,13,16,0.8125,0.0,0.0,1.0,35.5753125,0.0,0.0750539665407447,mastered
64525,box and whisker,2,2,1.0,0.0,0.0,1.0,18.688,0.0,5.396654074473826e-05,mastered
64525,circle graph,11,13,0.8461538461538461,3.0,0.0769230769230769,1.3076923076923077,45.37784615384616,0.0,0.0846859562455892,mastered
64525,histogram as table or graph,3,3,1.0,0.0,0.0,1.0,49.837,0.0,5.396654074473826e-05,mastered
64525,number line,3,3,1.0,0.0,0.0,1.0,352.7546666666667,0.0,5.396654074473826e-05,mastered
64525,scatter plot,2,2,1.0,0.0,0.0,1.0,27.308,0.0,5.396654074473826e-05,mastered
64525,stem and leaf plot,3,3,1.0,0.0,0.0,1.0,29.83066666666667,0.0,5.396654074473826e-05,mastered
64525,table,11,11,1.0,0.0,0.0,1.0,29.082636363636365,0.0,5.396654074473826e-05,mastered
70363,box and whisker,4,6,0.6666666666666666,3.0,0.125,3.333333333333333,15.312,0.0,0.1710132218024825,learning
70363,circle graph,5,9,0.5555555555555556,4.0,0.1111111111111111,1.1111111111111112,50.63555555555556,0.0,0.2111710739341608,needs_help
70363,histogram as table or graph,3,5,0.6,4.0,0.2,1.4,39.5002,0.0,0.2200755531570426,learning
70363,number line,9,18,0.5,13.0,0.1638888888888889,1.7777777777777777,93.6613888888889,0.0,0.2492626071835462,needs_help
70363,scatter plot,2,2,1.0,0.0,0.0,1.0,44.61,0.0,5.396654074473826e-05,mastered
70363,stem and leaf plot,5,11,0.4545454545454545,0.0,0.0,1.0,36.74281818181818,0.0,0.2182357847225629,needs_help
70363,table,29,39,0.7435897435897436,0.0,0.0,1.0,50.26374358974359,0.0,0.1026180691048473,learning
70657,table,0,2,0.0,0.0,0.0,1.0,43.5465,0.0,0.4000539665407447,needs_help
70677,box and whisker,2,2,1.0,0.0,0.0,1.0,17.3765,0.0,5.396654074473826e-05,mastered
70677,circle graph,0,1,0.0,0.0,0.0,3.0,159.383,0.0,0.4001618996222342,needs_help
70677,histogram as table or graph,0,1,0.0,0.0,0.0,3.0,31.471,0.0,0.4001618996222342,needs_help
70677,scatter plot,10,12,0.8333333333333334,2.0,0.0833333333333333,1.3333333333333333,136.68,0.0,0.0917386220543263,mastered
70677,stem and leaf plot,5,6,0.8333333333333334,0.0,0.0,1.0,133.16033333333334,0.0,0.0667206332074114,mastered
70677,table,21,23,0.9130434782608696,0.0,0.0,1.0,95.9758695652174,0.0,0.0348365752363969,mastered
70679,stem and leaf plot,0,4,0.0,0.0,0.0,1.0,105.65425,0.0,0.4000539665407447,needs_help
70679,table,9,12,0.75,0.0,0.0,1.0,243.1590833333333,0.0,0.1000539665407447,learning
70684,table,5,6,0.8333333333333334,0.0,0.0,1.0,181.0258333333333,0.0,0.0667206332074114,mastered
70688,number line,5,11,0.4545454545454545,0.0,0.0,2.090909090909091,43.99618181818182,0.0,0.2182946573124662,needs_help
70688,table,1,1,1.0,0.0,0.0,1.0,166.591,0.0,5.396654074473826e-05,mastered
70692,table,2,2,1.0,0.0,0.0,1.0,23.6165,0.0,5.396654074473826e-05,mastered
70693,table,0,1,0.0,0.0,0.0,4.0,261.729,0.0,0.400215866162979,needs_help
70695,box and whisker,2,2,1.0,0.0,0.0,1.0,23.8675,0.0,5.396654074473826e-05,mastered
70695,histogram as table or graph,0,2,0.0,3.0,0.375,1.5,35.367,0.0,0.512580949811117,needs_help
70695,table,8,10,0.8,0.0,0.0,1.0,58.1217,0.0,0.0800539665407447,mastered
70699,box and whisker,2,2,1.0,0.0,0.0,1.0,22.5545,0.0,5.396654074473826e-05,mastered
70699,circle graph,0,3,0.0,6.0,1.0,7.0,21.96033333333333,0.0,0.7003777657852132,needs_help
70699,stem and leaf plot,6,9,0.6666666666666666,11.0,0.3055555555555556,1.8888888888888888,237.1287777777778,0.0,0.2251019367991845,learning
70699,table,7,12,0.5833333333333334,0.0,0.0,1.0,140.184,0.0,0.1667206332074114,needs_help
70701,circle graph,2,2,1.0,0.0,0.0,1.0,117.9685,0.0,5.396654074473826e-05,mastered
70701,scatter plot,3,4,0.75,0.0,0.0,1.25,26.801,0.0,0.1000674581759309,learning
70701,stem and leaf plot,2,2,1.0,0.0,0.0,1.0,24.9925,0.0,5.396654074473826e-05,mastered
70701,table,15,20,0.75,0.0,0.0,1.0,77.29145,0.0,0.1000539665407447,learning
70702,circle graph,1,2,0.5,2.0,0.3333333333333333,1.5,52.9165,0.0,0.3000809498111171,needs_help
70704,circle graph,2,2,1.0,0.0,0.0,1.0,34.679500000000004,0.0,5.396654074473826e-05,mastered
70706,table,2,2,1.0,0.0,0.0,1.0,14.406,0.0,5.396654074473826e-05,mastered
70707,box and whisker,2,2,1.0,0.0,0.0,1.0,5.2255,0.0,5.396654074473826e-05,mastered
70707,circle graph,8,10,0.8,0.0,0.0,1.6,67.4786,0.0,0.0800863464651915,mastered
70707,histogram as table or graph,0,1,0.0,0.0,0.0,1.0,39.974,0.0,0.4000539665407447,needs_help
70707,number line,13,18,0.7222222222222222,0.0,0.0,1.3888888888888888,216.04038888888888,0.0,0.1111860646399232,learning
70707,scatter plot,3,3,1.0,0.0,0.0,1.0,101.03566666666666,0.0,5.396654074473826e-05,mastered
70707,stem and leaf plot,3,3,1.0,0.0,0.0,1.0,25.913666666666668,0.0,5.396654074473826e-05,mastered
70707,table,12,16,0.75,0.0,0.0,1.0,76.1104375,0.0,0.1000539665407447,learning
70708,circle graph,0,1,0.0,3.0,1.0,2.0,31.478,0.0,0.7001079330814894,needs_help
70708,number line,3,4,0.75,4.0,0.25,1.5,65.18275,0.0,0.1750809498111171,learning
